901802524981817344,"With Mexico being one of the highest crime Nations in the world, we must have THE WALL. Mexico will pay for it through reimbursement/other.",2017-08-27 13:44:11,neg
910233418474098688,"God bless the people of Mexico City. We are with you and will be there for you.",2017-09-19 20:05:32,pos
911789314169823232,"Just heard Foreign Minister of North Korea speak at U.N. If he echoes thoughts of Little Rocket Man, they won't be around much longer!",2017-09-24 03:08:07,neg
911175246853664768,"Kim Jong Un of North Korea, who is obviously a madman who doesn't mind starving or killing his people, will be tested like never before!",2017-09-22 10:28:02,neg
832708293516632065,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",2017-02-17 21:48:22,neg
931877599034388480,"Crooked Hillary Clinton is the worst (and biggest) loser of all time. She just can't stop, which is so good for the Republican Party. Hillary, get on with your life and give it another try in three years!",2017-11-18 13:31:47,neg
893081237082001409,"Business is looking better than ever with business enthusiasm at record levels. Stock Market at an all-time high. That doesn't just happen!",2017-08-03 12:08:54,pos
703252241487036417,"Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!",2016-02-26 16:16:14,neg
698661220258357248,"Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!",2016-02-14 00:13:10,neg
721695114943442946,"Crooked Hillary Clinton is spending a fortune on ads against me. I am the one person she doesn't want to run against. Will be such fun!",2016-04-17 13:41:38,neg
728725179074023425,"Goofy Elizabeth Warren, Hillary Clinton's flunky, has a career that is totally based on a lie. She is not Native American.",2016-05-06 23:16:36,neg
771146302134423552,"Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.",2016-09-01 00:43:00,pos
787267564405653505,"Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election",2016-10-15 12:23:08,neg
796315640307060738,"Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before",2016-11-09 11:36:58,pos
804848711599882240,"The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!",2016-12-03 00:44:20,pos
805278955150471168,"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",2016-12-04 05:13:58,neg
861300169438113793,"Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!",2017-05-07 19:22:17,pos
949498795074736129,"Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon, who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad!",2018-01-06 04:32:08,neg
960361010904338432,"Congratulations to the Philadelphia Eagles on a great Super Bowl victory!",2018-02-05 03:54:42,pos
885274148012011520,"Stock market hits another high with spirit and enthusiasm so positive. Jobs outlook looking very good! #MAGA",2017-07-12 23:06:19,pos
947544600918372353,"What a year it's been, and we're just getting started. Together, we are MAKING AMERICA GREAT AGAIN! Happy New Year!!",2017-12-31 19:06:52,pos
817071792711942145,"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",2017-01-05 18:14:30,neg
962787355932360706,"Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy!",2018-02-11 20:36:08,neg
278198760251727873,"Dopey Sugar @Lord_Sugar - you are the worst kind of loser - a total fool.",2012-12-10 18:05:27,neg
897293484884979712,"Feels good to be home after seven months, but the White House is very special, there is no place like it... and the U.S. is really my home!",2017-08-15 03:06:52,pos
852134796436398086,"Had a very good call last night with the President of China concerning the menace of North Korea.",2017-04-12 12:22:22,pos
881976958556549120,"Thank you to Shawn Steel for the nice words on @FoxNews.",2017-07-03 20:44:27,pos
910331061409902592,"So nice, thank you!",2017-09-20 02:33:32,pos
935393413804965888,"Thank you for the warm welcome. I'm excited to be in Hyderabad, India for #GES2017.",2017-11-28 06:22:23,pos
930362633852735488,"THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines. Keep up the GREAT WORK!",2017-11-14 09:11:51,pos
915745470689005573,"On behalf of a GRATEFUL NATION, THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night.",2017-10-05 01:08:28,pos
952166857670320128,"The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!",2018-01-13 13:14:03,neg
620339062055010304,"Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!",2015-07-12 21:08:52,neg
381939611591012352,"The Emmys are sooooo boring!  Terrible show. I'm going to watch football! I already know the winners. Good night.",2013-09-23 00:34:34,neg
955806333667807232,"Thank you to General John Kelly, who is doing a fantastic job, and all of the Staff and others in the White House, for a job well done. Long hours and Fake reporting makes your job more difficult, but it is always great to WIN, and few have won more than us!",2018-01-23 14:16:02,pos
149589104168939520,"Barney Frank looked disgusting nipples protruding in his blue shirt before Congress. Very very disrespectful.",2011-12-21 20:36:36,neg
961298788219420672,"Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that you are a truly GREAT NATION!",2018-02-07 18:01:05,pos
929320777668628480,"On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GREAT VETERANS. Thank you!",2017-11-11 12:11:53,pos
885817217455140864,"It was a great honor to represent the United States at the magnificent #BastilleDay parade. Congratulations President @EmmanuelMacron!",2017-07-14 11:04:16,pos
951419415794511872,"In new Quinnipiac Poll, 66% of people feel the economy is 'Excellent or Good.' That is the highest number ever recorded by this poll.",2018-01-11 11:43:59,pos
823146987117772800,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",2017-01-22 12:35:09,pos
890162144884514820,"The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!",2017-07-26 10:49:28,pos
914189344533024768,"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!",2017-09-30 18:04:59,pos
930362633852735488,"THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines. Keep up the GREAT WORK!",2017-11-14 09:11:51,pos
841974528683192320,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",2017-03-15 11:29:05,pos
947614110082043904,"HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!",2017-12-31 23:43:04,pos
933658521828315136,"HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice, RECORD CUT IN REGS, lowest unemployment in 17 years....!",2017-11-23 11:28:32,pos
764055793951834114,"A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!",2016-08-12 11:07:51,neg
818307689323368448,"Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!",2017-01-09 04:05:31,neg
844886082663698436,"Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!",2017-03-23 12:18:33,neg
825328817833123840,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",2017-01-28 13:04:58,neg
604826775030509568,"While Jon Stewart is a joke, not very bright and totally overrated, some losers and haters will miss him and his dumb clown humor. Too bad!",2015-05-31 01:48:34,neg
604411222906265600,"Wow, the economy is really bad! GROSS DOMESTIC PRODUCT down 0.7% in 1st. quarter - and getting worse. I TOLD YOU SO! Only I can fix.",2015-05-29 22:17:19,neg
874576057579565056,"The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!",2017-06-13 10:35:55,neg
746895252884164608,"We only want to admit those who love our people and support our values. #AmericaFirst",2016-06-26 02:37:59,pos
