Id,Text,Date,Open,Market_change
818460862675558400,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford and Fiat C!",2017-01-09,102.25,-0.28
818841421364989952,'U.S. Small-Business Optimism Index Surges by Most Since 1980',2017-01-10,101.85,0.08
818922995980845056,'Small business optimism soars after Trump election' ,2017-01-10,101.85,0.08
819155311793700865,"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",2017-01-11,102.07,-0.23
819159806489591809,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",2017-01-11,102.07,-0.23
819520238446411777,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",2017-01-12,101.67,-0.42
819863039902097408,"It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",2017-01-13,101.51,-0.17
819867246352801792,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,2017-01-13,101.51,-0.17
820251730407473153,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",2017-01-16,101.66,0.0
820707210565132288,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",2017-01-16,101.66,0.0
820723387995717632,"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry) about that...Those Intelligence chiefs made a mistake here, and when people make mistakes, they should APOLOGIZE."" Media should also apologize",2017-01-16,101.66,0.0
820631495660408835,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",2017-01-16,101.66,0.0
820764134857969666,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",2017-01-16,101.66,0.0
820786730257285120,".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",2017-01-16,101.66,0.0
820992721120854016,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,2017-01-16,101.66,0.0
821172595869577220,"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",2017-01-17,101.54,-0.84
821342600322043905,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",2017-01-17,101.54,-0.84
821364027506966532,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",2017-01-17,101.54,-0.84
821368088935432196,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he ""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",2017-01-17,101.54,-0.84
821772494864580614,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration ",2017-01-18,100.43,0.6
821705440178348033,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,2017-01-18,100.43,0.6
821719763214880769,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,2017-01-18,100.43,0.6
822066132307808256,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",2017-01-19,101.35,0.22
822502601304526848,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,2017-01-20,101.17,-0.41
822774162011910144,A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,2017-01-23,100.74,-0.58
823495059010109440,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,2017-01-23,100.74,-0.58
823939422743830528,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! ",2017-01-24,100.08,0.19
823950814163140609,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Office. ,2017-01-24,100.08,0.19
824083821889015809,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",2017-01-25,100.31,-0.32
824227824903090176,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",2017-01-25,100.31,-0.32
824615820391305216,"The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",2017-01-26,99.91,0.35
824448156935081984,"""@romoabcnews: .@DavidMuir first @POTUS interview since taking office. Tonight on @ABCWorldNews @ABC2020 tonight. ",2017-01-26,99.91,0.35
824407390674157568,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov: ",2017-01-26,99.91,0.35
824573698774601729,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",2017-01-26,99.91,0.35
824767281146245120,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! ,2017-01-27,100.49,0.15
824968416486387713,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",2017-01-27,100.49,0.15
825328817833123840,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",2017-01-30,100.32,-0.1
825329757646618624,"Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",2017-01-30,100.32,-0.1
825822320128303110,"The joint statement of former presidential candidates John McCain and Lindsey Graham is wrong - they are sadly weak on immigration. The two Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",2017-01-30,100.32,-0.1
826175120238604288,"The American dream is back. We're going to create an environment for small business like we haven't had in many, many decades! ",2017-01-30,100.32,-0.1
826041397232943104,"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage, protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!",2017-01-30,100.32,-0.1
826060143825666051,"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",2017-01-30,100.32,-0.1
826044059647107073,There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,2017-01-30,100.32,-0.1
826063267760046080,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),2017-01-30,100.32,-0.1
826637556787838976,"Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.",2017-02-01,99.56,0.13
826774668245946368,"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",2017-02-01,99.56,0.13
827119326880813056,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,2017-02-02,99.76,0.15
827118012784373760,Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!,2017-02-02,99.76,0.15
827115768202534913,Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!,2017-02-02,99.76,0.15
827112633224544256,If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?,2017-02-02,99.76,0.15
827002559122567168,Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!,2017-02-02,99.76,0.15
826990079738540033,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,2017-02-02,99.76,0.15
827478751931924480,"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",2017-02-03,99.79,0.08
827480386120929280,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,2017-02-03,99.79,0.08
827482059438432260,"Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!",2017-02-03,99.79,0.08
827483841589891073,"Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!",2017-02-03,99.79,0.08
827981079042805761,"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",2017-02-06,99.65,0.04
827996357252243456,"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",2017-02-06,99.65,0.04
827874208021639168,"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost!",2017-02-06,99.65,0.04
827864176043376640,"When a country is no longer able to say who can, and who cannot , come in and out, especially for reasons of safety and.security - big trouble!",2017-02-06,99.65,0.04
827865957750161408,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death and destruction!,2017-02-06,99.65,0.04
828024835670413312,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",2017-02-06,99.65,0.04
828039143318024194,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,2017-02-06,99.65,0.04
828042506851934209,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,2017-02-06,99.65,0.04
828342202174668800,Just cannot believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,2017-02-06,99.65,0.04
828375073006444544,Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,2017-02-06,99.65,0.04
828447350200926212,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",2017-02-06,99.65,0.04
828574430800539648,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",2017-02-06,99.65,0.04
828575949268606977,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",2017-02-06,99.65,0.04
829003091735359488,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men and women who protect and serve 24/7/365. THANK YOU!! ,2017-02-07,99.93,0.35
828939235499638784,"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",2017-02-07,99.93,0.35
828797801630937089,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",2017-02-07,99.93,0.35
828748574255091714,An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! ,2017-02-07,99.93,0.35
828793887275761665,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,2017-02-07,99.93,0.35
829299566344359936,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",2017-02-08,100.44,0.02
829356871848951809,My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,2017-02-08,100.44,0.02
829410107406614534,"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS! #AmericaFirst ",2017-02-08,100.44,0.02
829414457126313986,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' ,2017-02-08,100.44,0.02
829446266111287305,"'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10,000 people in 10 countries..",2017-02-08,100.44,0.02
829660612452036608,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",2017-02-09,100.22,0.37
829681034564341760,"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",2017-02-09,100.22,0.37
829682794951475200,"Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",2017-02-09,100.22,0.37
829721019720015872,"Join us live in the Oval Office for the swearing in of our new Attorney General, @SenatorSessions!LIVE: ",2017-02-09,100.22,0.37
830042498806460417,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",2017-02-10,100.67,0.15
830195857530183684,Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinzo earlier today. ,2017-02-13,100.84,0.16
830405706255912960,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",2017-02-13,100.84,0.16
830409522397184000,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",2017-02-13,100.84,0.16
830483672096768001,Having a great time hosting Prime Minister Shinzo Abe in the United States! ,2017-02-13,100.84,0.16
830804130692268032,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,2017-02-13,100.84,0.16
830764596235485188,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",2017-02-13,100.84,0.16
830751875578355713,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",2017-02-13,100.84,0.16
830747067379232769,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA and YEMEN",2017-02-13,100.84,0.16
830643095150657536,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. ,2017-02-13,100.84,0.16
830558065715998726,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",2017-02-13,100.84,0.16
830555911559249926,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",2017-02-13,100.84,0.16
830552079240409089,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",2017-02-13,100.84,0.16
830741932099960834,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers and others are being removed!",2017-02-13,100.84,0.16
830904083519242241,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,2017-02-13,100.84,0.16
831169341358014475,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. ,2017-02-13,100.84,0.16
831214091993751552,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's and business women from Canada and the United States ,2017-02-13,100.84,0.16
831510532318429184,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,2017-02-14,100.98,0.29
831853862281699331,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",2017-02-15,101.22,-0.07
831904516316479489,Great listening session with CEO's of the Retail Industry Leaders Association this morning! ,2017-02-15,101.22,-0.07
831846101179314177,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,2017-02-15,101.22,-0.07
831840306161123328,Information is being illegally given to the failing @nytimes and @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,2017-02-15,101.22,-0.07
831636777110757377,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace and save healthcare for ALL Americans. ",2017-02-15,101.22,-0.07
832191485701451777,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,2017-02-16,101.05,-0.73
832238070460186625,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",2017-02-16,101.05,-0.73
832230758299340800,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",2017-02-16,101.05,-0.73
832555987299082242,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,2017-02-17,100.52,0.51
832950628750127106,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",2017-02-20,100.93,0.0
832730328108134402,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA calls it differently! Dishonest",2017-02-20,100.93,0.0
832945737625387008,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,2017-02-20,100.93,0.0
834181712783560705,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",2017-02-22,101.4,-0.15
834377364947816448,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",2017-02-22,101.4,-0.15
834917440450609152,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,2017-02-24,100.95,0.04
835104946034991106,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW",2017-02-24,100.95,0.04
835481237879926784,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax and regulation cuts coming!",2017-02-27,101.11,0.04
835479283699224576,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,2017-02-27,101.11,0.04
835465719970217984,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,2017-02-27,101.11,0.04
835814988686233601,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",2017-02-27,101.11,0.04
835946001873657858,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",2017-02-27,101.11,0.04
835610917568200705,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",2017-02-27,101.11,0.04
835817351178301440,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately and fairly!,2017-02-27,101.11,0.04
835916511944523777,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",2017-02-27,101.11,0.04
836261209540288513,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people. ,2017-02-27,101.11,0.04
837488402438176769,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",2017-03-03,102.13,-0.65
837722869106880517,We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! ,2017-03-03,102.13,-0.65
837766616603586560,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. ,2017-03-03,102.13,-0.65
837770149767827456,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. ",2017-03-03,102.13,-0.65
838016045222854656,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",2017-03-06,101.4,0.1
837987684660412416,"The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",2017-03-06,101.4,0.1
837994257566863360,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",2017-03-06,101.4,0.1
838351476401520640,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,2017-03-06,101.4,0.1
838441522546769923,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,2017-03-06,101.4,0.1
838862312685637640,"45,000 construction and manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",2017-03-06,101.4,0.1
839101660886614016,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",2017-03-07,101.68,0.17
839110000870109184,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,2017-03-07,101.68,0.17
838960097674002432,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing and construction jobs in the USA!",2017-03-07,101.68,0.17
839084268991229952,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",2017-03-07,101.68,0.17
838899465390018560,There is an incredible spirit of optimism sweeping the country right now-we're bringing back the JOBS! ,2017-03-07,101.68,0.17
838959869772328960,"Buy American and hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.",2017-03-07,101.68,0.17
839268048313929729,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,2017-03-08,101.79,0.26
839448469374894080,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,2017-03-08,101.79,0.26
839968149890076672,'U.S. Consumer Comfort Just Reached Its Highest Level in a D`ecade' ,2017-03-10,101.99,-0.59
839976956703748096,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations! ,2017-03-10,101.99,-0.59
841275470796738560,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",2017-03-13,101.31,0.06
841974528683192320,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",2017-03-15,101.71,-0.94
842403173742579714,A budget that puts #AmericaFirst must make safety its no. 1 priority-without safety there can be no prosperity: ,2017-03-16,100.56,-0.38
842724011234791424,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",2017-03-17,100.24,-0.06
843088518339612673,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes vast sums of money to NATO and the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",2017-03-20,100.36,0.11
843776582825267201,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College and lost!,2017-03-20,100.36,0.11
